ArmCount,Biomarkers,Condition,Controls,DevStatus,DevStatusId,Drug,DrugId,EnrollmentCount,Interventions,Patients,ProtocolAcronym,ProtocolTitle,Reference,Sponsor,TrialId,TrialStartDate,TrialStatus
3,Forced expiratory volume; Peak expiratory flow rate,Asthma,Foster; Foster; Tiotropium Respimat,Phase 3 Clinical,C3,"beclomethasone dipropionate + formoterol fumarate + CHF-5992 (inhaled, COPD), Chiesi",73605,1433,Trimbow,1433,TRIGGER,Triple in Asthma High Strength Versus ICS/LABA HS and Tiotropium,2015-000717-40; CCD-05993AB2-02; NCT02676089; TRIGGER,Chiesi Farmaceutici SpA,252801,"APRIL    , 06, 2016",Completed
2,null,Chronic obstructive pulmonary disease,vilanterol,Phase 3 Clinical,C3,"fluticasone furoate + vilanterol trifenatate  (oral inhalant, asthma/COPD), GlaxoSmithKline",59060,408,"fluticasone furoate + vilanterol trifenatate  (oral inhalant, asthma/COPD), GlaxoSmithKline",408,null,A 24-week study to evaluate the effect of fluticasone furoate/vilanterol 100/25 microg Inhalation Powder delivered once-daily via a Novel Dry Powder Inhaler on arterial stiffness compared with placebo and vilanterol in subjects with Chronic Obstructive Pulmonary Disease (COPD),2010-023091-10; HZC113108,GlaxoSmithKline plc,220553,"APRIL    , 05, 2011",Completed
1,Anterior chamber; Intraocular pressure,Ocular inflammation,null,Phase 3b Clinical,C3B,"dexamethasone (punctum plug, ocular inflammation), Ocular Therapeutix",80269,240,dexamethasone,241,null,"Second, Phase III Study Evaluating Safety and Efficacy of OTX-DP for Treatment of Ocular Inflammation and Pain After Cataract Surgery",NCT02089113; OTX-14-003,Ocular Therapeutix Inc,178013,"APRIL    , 30, 2014",Completed
2,Airway resistance; Forced Vital Capacity; Forced expiratory flow ; Forced expiratory volume; Lung; Lung clearance index; Partial pressure of oxygen,Asthma,Relvar Ellipta,Phase 3 Clinical,C3,"fluticasone furoate + vilanterol trifenatate  (oral inhalant, asthma/COPD), GlaxoSmithKline",59060,105,Abriff,105,null,A Study to Evaluate the Effect of Fluticasone/Formoterol Breath Actuated Inhaler (BAI) or Relvar Ellipta DPI on Ventilation Heterogeneity in Asthma,2015-000801-38; KFL3502; NCT02753712,Mundipharma International Corp Ltd,259438,"JUNE     , 15, 2016",Completed
3,Forced Vital Capacity; Forced expiratory volume,Chronic obstructive pulmonary disease,null,Phase 2b Clinical,C2B,"budesonide (aerosol inhalant/MDI, asthma), Pearl Therapeutics",90863,180,PT-009; budesonide; formoterol,180,null,"Efficacy and Safety Study of PT-009, PT-008, and PT-005 in Subjects With Moderate to Severe Chronic Obstructive Pulmonary Disease (COPD)",NCT02196077; PT009001,Pearl Therapeutics Inc,205952,"AUGUST   , 01, 2014",Completed
3,Forced Vital Capacity; Forced expiratory volume,Chronic obstructive pulmonary disease,null,Phase 2b Clinical,C2B,"budesonide + formoterol (inhalant aerosol, chronic obstructive pulmonary disease), Pearl Therapeutics",70143,180,PT-009; budesonide; formoterol,180,null,"Efficacy and Safety Study of PT-009, PT-008, and PT-005 in Subjects With Moderate to Severe Chronic Obstructive Pulmonary Disease (COPD)",NCT02196077; PT009001,Pearl Therapeutics Inc,205952,"AUGUST   , 01, 2014",Completed
1,null,Nasal polyps,null,Phase 4 Clinical,C4,"fluticasone furoate (nasal, allergic rhinitis), GSK",42259,30,fluticasone furoate,30,null,Compare the Effects of Fluticasone Furoate Nasal Spray versus Placebo in Patients With Nasal Polypoid Disease,NA_00029405; NCT01013701,Johns Hopkins University,61959,"NOVEMBER , 30, 2009",Not yet recruiting
1,Intraocular pressure,Xerophthalmia,null,Phase 2 Clinical,C2,"dexamethasone (punctum plug, ocular inflammation), Ocular Therapeutix",80269,43,OTX-DP,43,null,A Phase II Study Evaluating the Safety and Efficacy of OTX-DP for the Treatment of Dry Eye,NCT02468700; OTX-14-006,Ocular Therapeutix Inc,231838,"JANUARY  , 31, 2015",Completed
3+,Central cornea; Intraocular pressure; Macula retinae,Ocular infection,Moxeza; nepafenac; prednisolone acetate,Phase 4 Clinical,C4,"triamcinolone acetonide + moxifloxicin hydrochloride + vancomycin (ocular disease), Harrow Health",95157,59,TriMoxiVanc; TriMoxiVanc; nepafenac,66,null,Dropless Versus Standard Drops Contralateral Eye Study,CEP 14-002; NCT02515045,"Carolina Eyecare Physicians, LLC",236566,"JANUARY  , 31, 2015",Completed
1,Dystrophin,Duchenne dystrophy,null,Phase 1 Clinical,C1,"deflazacort (oral tablet/suspension, Duchenne muscular dystrophy), PCT Therapeutics",86985,24,deflazacort,24,null,"An Open-Label, Long-Term Extension Study to Evaluate the Safety and Tolerability Deflazacort",MP-104-CL-022OLE; NCT02295748,PTC Therapeutics Inc,216535,"DECEMBER , 31, 2014",Completed
2,null,Colitis,null,Phase 3 Clinical,C3,"budesonide (gastroresistant capsule, Crohn's disease/ulcerative colitis), Dr Falk Pharma/Salix",59671,92,budesonide; mesalazine,92,null,Budesonide Capsules Versus Mesalazine Granules Versus Placebo in Collagenous Colitis,2006-004159-39; BUC-60/COC; NCT00450086,Dr Falk Pharma GmbH,19193,"MARCH    , 31, 2007",Completed
2,FEV1,Asthma,null,Phase 3 Clinical,C3,"fluticasone furoate + vilanterol trifenatate  (oral inhalant, asthma/COPD), GlaxoSmithKline",59060,2020,Relovair; fluticasone furoate,2019,null,Asthma Exacerbation Study,106837; 2009-011461-84; HZA106837; JapicCTI-101072; NCT01086384,GlaxoSmithKline plc,64836,"FEBRUARY , 22, 2010",Completed
1,Body surface area,Psoriasis,null,Phase 3 Clinical,C3,"halobetasol propionate (0.01% topical lotion, plaque psoriasis), Ortho Dermatologics",109395,213,Bryhali,213,null,Safety and Efficacy of IDP-122 in the Treatment of Plaque Psoriasis,NCT02515097; V01-122A-302,Bausch Health Companies Inc,236598,"NOVEMBER , 10, 2015",Completed
3,Retina; Visual acuity,Diabetic macular edema,null,Phase 4 Clinical,C4,"triamcinolone acetonide (nasal spray, allergic rhinitis), Sanofi",12937,142,bevacizumab; bevacizumab; triamcinolone acetonide; triamcinolone acetonide,65,ATEMD,Efficacy Study of Triamcinolone and Bevacizumab Intravitreal for Treatment of Diabetic Macular Edema,108/08; ATEMD; NCT00737971,Universidade Federal de Sao Paulo - UNIFESP,24389,"AUGUST   , 31, 2008",Completed
3,Forced expiratory volume,Asthma,Qvar,Phase 3 Clinical,C3,"beclomethasone dipropionate, (CFC-free), Teva",44414,480,beclomethasone dipropionate,480,null,Beclomethasone dipropionate HFA in adult and adolescent subjects with persistent asthma,APC-1000-02; NCT03834012,Adamis Pharmaceuticals Corp,369472,"FEBRUARY , 28, 2019",Not yet recruiting
2,Diastolic blood pressure; Heart rate; Systolic blood pressure,Chronic obstructive pulmonary disease,null,Phase 1 Clinical,C1,"beclomethasone dipropionate + formoterol fumarate + CHF-5992 (inhaled, COPD), Chiesi",73605,24,CHF-5993; hydrofluoroalkane 134-a pressurized-metered dose inhaler (HFA pMDI),24,Triple study,Pharmacokineticsof the active components of anextrafine formulation of beclomethasone dipropionate/formoterol fumarate/glycopyrronium bromide (BDP/FF/G)delivered via a hydrofluoroalkane 134-a pressurized-metered dose inhaler (HFA pMDI) in Chinese healthy adults,ChiCTR1800019095; Triple study,"Chiesi Farmaceutici SpA, West China Hospital",358796,"OCTOBER  , 29, 2018",Recruiting
1,Alanine transaminase; Albumin; Alkaline phosphatase; Aspartate aminotransferase; Basophils; Bicarbonates; Bilirubin; Blood platelets; Blood pressure; Carbon dioxide; Chlorides; Creatine kinase; Creatinine; Eosinophils; Erythrocytes; Glucose; Heart rate; Hematocrit; Hemoglobin; Hydrocortisone; Ketones; Lactate dehydrogenase; Leukocyte count; Lymphocytes; Monocytes; Neutrophils; Potassium; Sodium; Total protein; Urea; Urea nitrogen; Uric acid; gamma-Glutamyltransferase,Chronic obstructive pulmonary disease,null,Phase 3 Clinical,C3,"fluticasone furoate + vilanterol trifenatate  (oral inhalant, asthma/COPD), GlaxoSmithKline",59060,187,"fluticasone furoate + vilanterol trifenatate  (oral inhalant, asthma/COPD), GlaxoSmithKline",187,null,A Long-term Safety Study of Fluticasone Furoate (FF)/GW-642444 in Japanese Subjects With COPD,114156; JapicCTI-101342; NCT01192191,GlaxoSmithKline plc,230954,"AUGUST   , 31, 2010",Completed
5,Forced expiratory volume; Peak expiratory flow rate,Chronic obstructive pulmonary disease,null,Phase 2 Clinical,C2,"fluticasone furoate + vilanterol trifenatate  (oral inhalant, asthma/COPD), GlaxoSmithKline",59060,338,"Arnuity; GSK-2834425; Relvar Ellipta; Seretide; fluticasone furoate + umeclidinium (asthma, DPI), GlaxoSmithKline",338,null,Evaluation of Umeclidinium Bromide in Combination With Fluticasone Furoate in COPD Subjects With an Asthmatic Component,2014-000883-16; GSK: 200699; NCT02164539,GlaxoSmithKline plc,197089,"JULY     , 01, 2014",Completed
2,Retina; Visual acuity,Ocular inflammation,prednisolone acetate,Phase 4 Clinical,C4,"difluprednate (ophthalmic emulsion, ocular inflammation/pain ), Alcon",55599,52,Durezol,52,null,"Study of Difluprednate versus Prednisolone Acetate on Visual Acuity, and Corneal Edema Following Cataract Surgery",NCT01244334; SEMC 5/2009-011,Cincinnati Eye Institute,72412,"MARCH    , 31, 2009",Completed
1,null,Ocular pain,null,Phase 2 Clinical,C2,"dexamethasone (punctum plug, ocular inflammation), Ocular Therapeutix",80269,60,OTX-DP,60,null,Phase II Study Evaluating Safety/Efficacy of OTX-DP for Treatment of Ocular Inflammation and Pain After Cataract Surgery,NCT01666210; OTX-12-002,Ocular Therapeutix Inc,90260,"OCTOBER  , 31, 2012",Completed
1+,null,Allergic rhinitis,null,Phase 4 Clinical,C4,"ciclesonide (metered dose inhaler), Teijin/Covis/AstraZeneca",12803,25,Alvesco; Beconase; Omnaris; Qvar,25,null,Sunovion Growth Study Pediatric Subjects With Mild Asthma and Allergic Rhinitis,NCT01550471; RC#5401,West Penn Allegheny Health System Inc,86234,"MARCH    , 31, 2012",Completed
4,Alanine transaminase; Albumin; Alkaline phosphatase; Aspartate aminotransferase; Basophils; Bicarbonates; Bilirubin; Blood platelets; Body temperature; Bone mineral density; Calcium; Carbon dioxide; Chlorine; Creatine kinase; Creatinine; Diastolic blood pressure; Eosinophils; Erythrocytes; Forced expiratory volume; Glucose; Heart rate; Hematocrit; Hemoglobin; Leukocyte count; Lymphocytes; Monocytes; Neutrophils; Phosphorus; Potassium; Sodium; Systolic blood pressure; Urea nitrogen; Uric acid; gamma-Glutamyltransferase,Chronic obstructive pulmonary disease,Ellipta; umeclidinium bromide,Phase 3b Clinical,C3B,"fluticasone furoate + vilanterol trifenatate  (oral inhalant, asthma/COPD), GlaxoSmithKline",59060,1058,Elebrato Ellipta,1055,null,Comparative Study of Fluticasone Furoate(FF)/Umeclidinium Bromide (UMEC)/Vilanterol (VI) Closed Therapy Versus FF/VI Plus UMEC Open Therapy in Subjects With Chronic Obstructive Pulmonary Disease (COPD),200812; 2015-005212-14; JapicCTI-163329; NCT02729051,GlaxoSmithKline plc,257588,"JUNE     , 29, 2016",Completed
3,null,Allergic conjunctivitis,null,Phase 2 Clinical,C2,"ciclosporin + prednisolone (allergic conjunctivitis), CombinatoRx/Fovea",56186,716,"cyclosporine; cyclosporine + prednisolone (allergic conjunctivitis), CombinatoRx/Fovea; prednisolone",716,null,Study Evaluating the Efficacy of Administration of Cyclosporine (Low-Dose and High-Dose) and Prednisolone Acetate Compared to Its Components and Vehicle in Patients With Allergic Conjunctivitis,10-003-03; FOV1101/CLIN202; NCT01120132,Fovea Pharmaceuticals SA,66292,"MAY      , 31, 2010",Completed
2,Alanine transaminase; Albumin; Alkaline phosphatase; Aspartate aminotransferase; Basophils; Bicarbonates; Bilirubin; Blood platelets; Blood pressure; Calcium; Carbon dioxide; Chlorides; Creatinine; Diastolic blood pressure; Eosinophils; Erythrocytes; FEV1; Glucose; Heart rate; Hematocrit; Hemoglobin; Ketones; Lactate dehydrogenase; Leukocyte count; Lymphocytes; Monocytes; Neutrophils; PEF; Phosphorus; Potassium; Sodium; Systolic blood pressure; Total cholesterol; Total protein; Urea; Uric acid; Urinary protein; cortisol; gamma-Glutamyltransferase,Asthma,null,Phase 2 Clinical,C2,"fluticasone furoate (inhaled, respiratory disorders), GlaxoSmithKline",57097,627,fluticasone; fluticasone furoate,627,null,A Randomized Study To Evaluate The Efficacy And Safety Of An Investigational Drug In Adolescent And Adult Subjects With Asthma Uncontrolled on Moderate-Dose ICS Therapy,2007-004458-98; FFA109684; NCT00603746,"GlaxoSmithKline Research & Development Ltd, GlaxoSmithKline plc",22441,"DECEMBER , 01, 2007",Completed
1,null,Colitis,null,Phase 3 Clinical,C3,"budesonide (oral capsule/enema, Crohn's disease/microsopic colitis/ulcerative colitis), AstraZeneca/ Tillotts Pharma/ Perrigo",55981,75,budesonide,48,null,Budesonide for Maintenance Treatment of Collagenous Colitis,MIMIC; NCT00180076,University of Dresden,64504,"JULY     , 31, 2004",Completed
1,null,Perennial allergic rhinitis,null,Phase 3 Clinical,C3,"beclomethasone dipropionate  (waterless nasal spray, allergic rhinitis), Teva",76229,474,Qnaze,470,null,Study in Adult and Adolescent Subjects With PAR (Perennial Allergic Rhinitis),BDP-AR-302; NCT01134705,Teva Pharmaceutical Industries Ltd,66890,"MAY      , 31, 2010",Completed
2,Cytokines; Neutrophils,Chronic obstructive pulmonary disease,budesonide,Phase 2 Clinical,C2,TPI-1020,29656,62,TPI-1020 ,62,null,"Safety, Tolerability and PD Activity of Inhaled TPI-1020 Versus Inhaled Budesonide in COPD Patients",NCT00483743; TPI 1020-203,Pharmaxis Ltd,3700,"NOVEMBER , 30, 2007",Completed
2+,"Antral follicles; Blood pressure; Body Mass Index; Bone mineral density; Hemoglobin A, glycosylated; High-density lipoprotein cholesterol; Testosterone/Androstenedione ratio; Total cholesterol; Triglycerides",Congenital adrenal hyperplasia,cortisone acetate; dexamethasone; hydrocortisone; prednisolone; prednisone,Phase 4 Clinical,C4,"dual-release hydrocortisone (oral, adrenal insufficiency), ViroPharma",58174,150,Plenadren,150,CareOnTIME,Innovative Treatment in Congenital Adrenal Hyperplasia,140/16; CareOnTIME; NCT03760835,Universita degli Studi di Napoli Federico II,362194,"AUGUST   , 11, 2016",Recruiting
1,Eosinophils,Eosinophilic esophagitis,null,Phase 3 Clinical,C3,"budesonide (oral, eosinophilic esophagitis), Shire",60523,200,budesonide,200,ORBIT2,An Extension Study to Evaluate Maintenance of Efficacy and Long-term Treatment Effect of Oral Budesonide Suspension (OBS) in Adults and Adolescents With Eosinophilic Esophagitis (EoE),NCT02736409; ORBIT2; SHP621-302,Shire plc,258090,"APRIL    , 29, 2016",No longer recruiting
1,Visual acuity,Retinal venous occlusion,null,Phase 2 Clinical,C2,"fluocinolone acetonide (intraocular implant), Alimera/pSivida",52822,20,fluocinolone acetonide,20,FAVOR,Fluocinolone Acetonide Intravitreal Inserts for Vein Occlusion in Retina,C-01-08-006; FAVOR; NCT00770770,Alimera Sciences Inc,30143,"MAY      , 31, 2009",Terminated
5,null,Contact dermatitis,vehicle ointment (paraffin oil/soft white paraffin),Phase 4 Clinical,C4,"triamcinolone acetonide (topical, dermatoses, AzoneTS), Echo",59469,36,Clarelux; Durhalieve; Protopic; glycerol,36,null,"Efficacy of glycerol, two topical steroids, and a topical immune modulator against skin irritation",2008-001678-34; NCT00779792; WA+TR_1,Odense University Hospital,31700,"SEPTEMBER, 30, 2008",No longer recruiting
1,null,Eczema,null,Phase 3 Clinical,C3,"clobetasol propionate shampoo (psoriasis), Galderma/Maruho",96680,50,GK-664-S,50,null,"A Open-Label, Phase III, Multicenter, Parallel Group Study to Evaluate Efficacy and Safety Study of GK-664-S in Subjects With Moderate-to-Severe Scalp Eczema Dermatitis Except for Seborrheic Dermatitis",JapicCTI-184247,Maruho Co Ltd,366908,"DECEMBER , 01, 2018",Not yet recruiting
1,Blood pressure; Heart rate; Potassium; QT interval; Serum cortisol; Whole blood potassium,Asthma,null,Phase 1 Clinical,C1,"fluticasone furoate + vilanterol trifenatate  (oral inhalant, asthma/COPD), GlaxoSmithKline",59060,16,"fluticasone furoate + vilanterol trifenatate  (oral inhalant, asthma/COPD), GlaxoSmithKline",16,null,Relovair PD PK in Chinese Healthy Subjects,115199; NCT01711463,GlaxoSmithKline plc,95532,"DECEMBER , 31, 2012",Completed
2+,Forced expiratory volume,Chronic obstructive pulmonary disease,null,Phase 3 Clinical,C3,"fluticasone furoate + vilanterol trifenatate  (oral inhalant, asthma/COPD), GlaxoSmithKline",59060,null,"Ellipta inhaler; fluticasone furoate + umeclidinium + vilanterol (dry powder inhaled, COPD), GlaxoSmithKline; fluticasone furoate + vilanterol trifenatate  (oral inhalant, asthma/COPD), GlaxoSmithKline; salbutamol, GlaxoSmithKline; umeclidinium bromide",null,null,"A Study Comparing the Closed Triple Therapy, Open Triple Therapy and a Dual Therapy for Effect on Lung Function in Subjects With Chronic Obstructive Pulmonary Disease (COPD)",205165; NCT02731846,GlaxoSmithKline plc,257690,"JUNE     , 30, 2016",Terminated
1,Alanine transaminase; Albumin; Alkaline phosphatase; Aspartate aminotransferase; Basophils; Bilirubin; Blood platelets; Calcium; Chlorides; Creatinine; Diastolic blood pressure; Eosinophils; FEV1; Glucose; Heart rate; Hematocrit; Hemoglobin; Interleukin-8; Leukocyte count; Lymphocytes; Mean corpuscular hemoglobin; Mean corpuscular volume; Monocytes; Myeloperoxidase; Neutrophils; Potassium; Reticulocytes; Sodium; Systolic blood pressure; Total protein; gamma-Glutamyltransferase,Asthma,null,Phase 2 Clinical,C2,"870086 (inhaled, asthma), GlaxoSmithKline",54598,24,"870086 (inhaled, asthma), GlaxoSmithKline",24,null,A Study to Evaluate the Effect of GW-870086-X on Allergen Challenge in Mild Asthmatics,110762; 2007-005791-14; NCT00857857,GlaxoSmithKline plc,48265,"FEBRUARY , 16, 2009",Completed
2,Anterior chamber; Intraocular pressure; Retina,Pain,Prednefrin,Phase 3 Clinical,C3,"Difluprednate (ophthalmic solution, ocular inflammation/ocular pain), Laboratorios Sophia",112786,178,PRO-145,178,PRO-145/III,Clinical Study of the Efficacy of the Ophthalmic Emulsion PRO-145 for Inflammation and Pain After Phacoemulsification,NCT03693989; PRO-145/III; SOPH145-0716 / III,Laboratorios Sophia,355334,"OCTOBER  , 01, 2018",Recruiting
